country,iso3,mean_temp,std_temp,median_temp,max_temp,min_temp,warming_rate,trend_r2,early_mean,early_std,recent_mean,recent_std,period_change,acceleration,years_data,cluster
"Marshall Islands, Rep. of the",MHL,0.26040625,0.24731746543852803,0.247,0.783,-0.273,0.016982954545454548,0.401986351509111,0.0,0.0,0.4570769230769231,0.20897506292157667,0.4570769230769231,-0.0009338235294117508,32,0
Martinique,MTQ,0.38,0.3874486854681117,0.4285,1.177,-0.415,0.017468409256880965,0.6509797381317026,-0.014350000000000007,0.25277747130628553,0.7976923076923076,0.19494631082060546,0.8120423076923076,-0.001379435483870966,62,0
"Mauritania, Islamic Rep. of",MRT,0.8935967741935482,0.7135765767998107,0.955,2.141,-0.679,0.03273971947319383,0.6741520732701555,0.10619999999999999,0.5146349344821761,1.6335384615384616,0.3451484258944779,1.5273384615384615,-0.022152419354838714,62,2
Mauritius,MUS,0.3839354838709676,0.43380038039542734,0.3245,1.462,-0.686,0.018732995895343853,0.5972054430591643,0.048350000000000004,0.32179468364323954,1.0056153846153846,0.24357597666899827,0.9572653846153846,0.019204032258064517,62,0
Mayotte,MYT,0.32796666666666674,0.4212184297434712,0.3425,1.383,-0.74,0.01747323362558019,0.5561070443883528,-0.03605555555555557,0.3374366122996458,0.8482307692307691,0.23903596446495728,0.8842863247863247,0.012161643296503197,60,0
Mexico,MEX,0.43672580645161285,0.5245203083295785,0.346,1.726,-0.495,0.02561811588728564,0.7639393742174132,-0.06634999999999999,0.24405807656548084,1.1431538461538464,0.36727597392919814,1.2095038461538463,0.020334677419354845,62,0
"Micronesia, Federated States of",FSM,0.255,0.30319084336437335,0.109,0.877,-0.164,0.02715285923753666,0.6837437380131335,0.0,0.0,0.5656153846153846,0.2318219641814017,0.5656153846153846,0.04262647058823529,32,0
"Moldova, Rep. of",MDA,1.229483870967742,0.9095408579720317,1.411,3.06,-0.655,0.06826048387096774,0.4505928395051311,0.0,0.0,1.794,0.6429291044379102,1.794,-0.0037157563025210227,31,2
Monaco,MCO,0.7118548387096775,0.7740706987544066,0.6615,2.737,-0.631,0.03619271738309285,0.7001164227742247,-0.0035000000000000087,0.32794664200140855,1.6706923076923077,0.5970459759816639,1.6741923076923078,0.03131935483870968,62,1
Mongolia,MNG,0.8955967741935486,0.8663390616075287,0.8825000000000001,2.729,-0.861,0.03513930648938581,0.5268654471868499,0.18234999999999998,0.5727612963805943,1.6006923076923074,0.7801067645537783,1.4183423076923074,0.0041185483870967675,62,1
Montserrat,MSR,0.39622950819672126,0.414012171890548,0.455,1.153,-0.467,0.018419571330220052,0.6413170492438555,-0.010249999999999981,0.2905093304054649,0.8645384615384615,0.19216729490412574,0.8747884615384615,0.001335449074832169,61,0
Morocco,MAR,0.7583387096774195,0.7593415429331795,0.817,2.303,-1.303,0.03417786003878019,0.6487906038326231,-0.01885,0.5041759587370475,1.6315384615384614,0.48197382629222646,1.6503884615384614,0.009249596774193555,62,1
"Mozambique, Rep. of",MOZ,0.3788870967741935,0.4274529630730829,0.3715,1.262,-0.596,0.018569489562086074,0.6043832317712269,-0.0015000000000000055,0.2981328739443468,0.8889999999999999,0.2245662485771181,0.8905,0.005687096774193552,62,0
Myanmar,MMR,0.4770645161290322,0.5312713865438734,0.39249999999999996,1.726,-0.414,0.02587106846969354,0.7594252221725232,-0.007149999999999998,0.2531496904787238,1.237153846153846,0.35709612294960724,1.244303846153846,0.023998387096774196,62,0
Namibia,NAM,0.42282258064516137,0.5212438140483423,0.4205,1.821,-0.71,0.014634207146634437,0.2524327548413349,0.023850000000000003,0.3115146824283264,0.6941538461538463,0.6775226744242397,0.6703038461538463,-0.015520967741935492,62,0
Nepal,NPL,0.23201612903225804,0.4196987587865267,0.183,1.169,-0.561,0.01670008310040039,0.507050287375856,-0.06085,0.26282399053358885,0.6665384615384616,0.3742542841849232,0.7273884615384616,0.01762862903225807,62,0
"Netherlands, The",NLD,0.7411774193548387,0.9307339026567317,0.8240000000000001,2.601,-1.27,0.038301755181184054,0.5423447282516104,-0.02050000000000002,0.6235920984611317,1.611153846153846,0.8013187927986637,1.631653846153846,0.014003225806451611,62,1
New Caledonia,NCL,0.6570967741935484,0.6483364993899442,0.6160000000000001,2.421,-0.806,0.030923572813578097,0.7285636935000648,0.0355,0.38261461990940837,1.442076923076923,0.4607632185729928,1.406576923076923,0.006466532258064511,62,1
New Zealand,NZL,0.3035967741935484,0.4738641243823919,0.3725,1.319,-0.716,0.016111379718465914,0.37020897653772694,0.025900000000000006,0.40973212044739155,0.8347692307692308,0.34307558784378545,0.8088692307692308,0.020356854838709672,62,0
Nicaragua,NIC,0.4576129032258064,0.44534330196793154,0.492,1.526,-0.329,0.02113288509481,0.7211354942909834,0.014099999999999993,0.25499966976242805,1.0047692307692306,0.24641738096373325,0.9906692307692306,0.0019427419354838688,62,0
Niger,NER,0.46751612903225814,0.4858914900082476,0.53,1.557,-0.694,0.019375739719473192,0.5092454254507245,0.07095,0.39089593109594833,0.934,0.3006620472668053,0.8630500000000001,-0.0005270161290322622,62,0
Nigeria,NGA,0.5271612903225806,0.48407751290631224,0.526,1.559,-0.412,0.022175971393316722,0.6720856560436604,0.07825000000000001,0.29527540667904206,1.0816923076923077,0.26972219801596625,1.0034423076923078,0.006131854838709681,62,0
Norfolk Island,NFK,0.2532542372881356,0.38303456467567343,0.201,1.409,-0.452,0.010691363090101484,0.2536527188305385,0.02216666666666668,0.32231830266879685,0.5768461538461538,0.3491331756779558,0.5546794871794871,0.009140736751829165,59,0
"North Macedonia, Republic of ",MKD,0.9460000000000001,0.6376635274135948,1.07,2.083,-0.146,0.05193629032258064,0.5306995069859283,0.0,0.0,1.4396923076923078,0.32684052803964014,1.4396923076923078,0.00015210084033612237,31,2
Norway,NOR,0.6545000000000001,0.9215020653539594,0.8545,2.412,-1.642,0.03511664274382414,0.4650744608549522,-0.03634999999999999,0.7969861832652996,1.4516923076923074,0.711475155881003,1.4880423076923073,0.018539112903225807,62,1
Oman,OMN,0.30632258064516127,0.5289693501149969,0.235,1.421,-0.706,0.020390219334693156,0.4758520187825474,0.043199999999999995,0.35318633817530964,0.9318461538461539,0.31604636952875714,0.8886461538461539,0.04301774193548387,62,0
Pakistan,PAK,0.29069354838709677,0.5393968133169134,0.2865,1.389,-0.584,0.021251517211855656,0.49710973480153187,-0.06220000000000001,0.3442642192148045,0.8742307692307693,0.41843381671939345,0.9364307692307693,0.02672903225806451,62,0
Panama,PAN,0.4795689655172415,0.47127132210316053,0.4575,1.481,-0.401,0.023579101171983145,0.7015491253255309,0.003187499999999982,0.2571360777876181,1.0707692307692307,0.2612148393711435,1.0675817307692308,0.010128571428571431,58,0
Papua New Guinea,PNG,0.34324193548387094,0.36839616147539095,0.314,1.221,-0.493,0.015800987132028908,0.5891520381242085,-0.014849999999999992,0.20303908749950483,0.754,0.35996921164640366,0.76885,-0.0017818548387096775,62,0
Paraguay,PRY,0.38591935483870965,0.4655039343025971,0.377,1.493,-0.663,0.01446825816524389,0.30936766948864813,0.1216,0.42116160168852296,0.816923076923077,0.4226891019686655,0.6953230769230769,0.018378629032258065,62,0
Peru,PER,0.4829677419354839,0.4835260932259861,0.4975,1.778,-0.454,0.02159230439928483,0.6386270290920054,0.008099999999999993,0.25447218853313247,1.0465384615384616,0.32176456594447417,1.0384384615384616,0.0021883064516129112,62,0
Philippines,PHL,0.5195645161290323,0.4965600577965967,0.45799999999999996,1.603,-0.357,0.02550484752335625,0.844872230036006,0.008350000000000005,0.2131059225139609,1.2156923076923076,0.28450641018419504,1.2073423076923075,0.010830645161290314,62,0
Pitcairn Islands,PCN,-0.10559183673469388,0.3252061147583456,-0.11,0.579,-0.7,-0.005583857513470369,0.06152951503687095,-0.04305,0.3309104625280475,-0.11,,-0.06695000000000001,0.01819530812411326,49,0
"Poland, Rep. of",POL,0.7282741935483871,1.0135217293110397,0.7230000000000001,2.677,-1.288,0.03731749389337967,0.4341581429736531,-0.0028999999999999916,0.8181149642543168,1.7239230769230771,0.7675010815995051,1.726823076923077,0.03310967741935483,62,1
Portugal,PRT,0.6683387096774192,0.7144275837147728,0.657,2.318,-0.906,0.030976681524010983,0.6020637671164659,-0.041800000000000004,0.4326552778756827,1.4443076923076925,0.4766244826232675,1.4861076923076926,0.010269758064516122,62,1
Puerto Rico,PRI,0.45719354838709664,0.4501950415567098,0.525,1.349,-0.391,0.021223741532572837,0.7117567914715617,-0.014250000000000007,0.274136515166018,0.9456153846153847,0.21703706997559136,0.9598653846153847,-0.0035213709677419294,62,0
Qatar,QAT,0.6366935483870968,0.804092848689264,0.495,2.165,-0.826,0.03660041298380801,0.6635118914756389,0.01315,0.4638265641152384,1.7346923076923075,0.2897166387510921,1.7215423076923075,0.0528709677419355,62,1
Romania,ROU,0.5769193548387096,0.8934822109243662,0.4645,2.266,-1.193,0.03415413865175895,0.4679548926006047,-0.006300000000000005,0.6064891286394957,1.6462307692307692,0.5187380767860523,1.6525307692307691,0.06092016129032259,62,1
Russian Federation,RUS,1.5096129032258068,0.7833466532693847,1.589,3.691,-0.035,0.05956008064516131,0.4624795743077523,0.0,0.0,2.0064615384615383,0.6756748004013735,2.0064615384615383,0.020562605042016804,31,2
Saint Helena,SHN,0.7320322580645162,0.6302135062623987,0.668,1.902,-0.306,0.03252192087834605,0.8528371366790194,0.0605,0.22476759927580872,1.4915384615384615,0.23159037666557425,1.4310384615384615,0.009116129032258065,62,1
Saint Pierre and Miquelon,SPM,0.21338709677419357,0.814099351051144,0.11649999999999999,2.32,-1.344,0.02471476417113646,0.2951530414619783,-0.17595,0.538175815040714,1.0134615384615384,0.7365348617438977,1.1894115384615385,0.06091572580645161,62,1
Samoa,WSM,0.39589830508474577,0.5143576772700285,0.22,1.44,-0.426,0.0244458945637653,0.7451039611769108,-0.05789999999999999,0.2200676690188007,1.146923076923077,0.22337504394271587,1.204823076923077,0.02587777917640103,59,0
"San Marino, Rep. of",SMR,0.6651935483870968,0.7661833950152446,0.46699999999999997,2.115,-0.585,0.03549842612878042,0.6874511837920068,-0.028849999999999994,0.35815481436472635,1.6149999999999998,0.40821787483319905,1.6438499999999998,0.03333467741935485,62,1
Saudi Arabia,SAU,0.5277096774193549,0.781825188510973,0.5305,2.203,-0.985,0.033626652564780535,0.5924300719978626,-0.008699999999999994,0.4672797088637484,1.6123076923076924,0.39147187736698374,1.6210076923076924,0.060036693548387095,62,1
Senegal,SEN,0.7841451612903226,0.596784822268035,0.8745,1.782,-0.52,0.02775883256528418,0.6928767591972451,0.13190000000000002,0.47578034516161477,1.3421538461538463,0.2942226611921223,1.2102538461538463,-0.025124193548387096,62,0
Seychelles,SYC,0.40006451612903227,0.46291627721288525,0.3805,1.434,-0.531,0.021624486917982418,0.6988369478868203,-0.01925,0.28911750934615893,1.0434615384615384,0.20334437758992968,1.0627115384615384,0.01813911290322581,62,0
Sierra Leone,SLE,0.5901967213114755,0.5185855232334229,0.556,1.728,-0.281,0.0260700618046152,0.8195682883495304,0.08234999999999999,0.24913561620763477,1.258076923076923,0.31290266365609115,1.1757269230769232,0.012322515470424383,61,0
Singapore,SGP,0.582325,0.6362187669151232,0.3485,2.038,-0.466,0.030346448861470275,0.8392191845081307,0.014866666666666667,0.23522781257649744,1.3624615384615386,0.37334202714236336,1.347594871794872,0.020090780664896012,40,1
Slovak Rep.,SVK,1.2409,0.7721969243657992,1.2814999999999999,2.549,-0.418,0.05798776418242492,0.42246918691516977,0.0,0.0,1.6984615384615382,0.6360530134331853,1.6984615384615382,0.013517857142857165,30,2
"Slovenia, Rep. of",SVN,1.4625161290322581,0.6650959121213267,1.524,2.435,-0.12,0.04811774193548386,0.4187279077997171,0.0,0.0,1.8884615384615384,0.5320506892180819,1.8884615384615384,0.035701680672268914,31,2
Solomon Islands,SLB,0.3374528301886792,0.3712476448581792,0.27,1.185,-0.478,0.017970876811374346,0.7148465682096921,0.023263157894736833,0.21323587411994235,0.8645555555555556,0.16890020064457525,0.8412923976608188,0.011423393103065829,53,0
Somalia,SOM,0.5381774193548386,0.5341872489207032,0.463,1.724,-0.591,0.025624915010954135,0.7369312465417672,0.0887,0.3111454390000379,1.2794615384615384,0.2984902609758582,1.1907615384615384,0.02524274193548387,62,0
South Africa,ZAF,0.4684354838709678,0.46438977028019784,0.4065,1.811,-0.504,0.019239530608647477,0.549683618068761,0.060450000000000004,0.2488902685712595,1.0088461538461537,0.39072237504265656,0.9483961538461537,0.011414919354838708,62,0
Spain,ESP,0.7096774193548386,0.7245818988905202,0.762,2.489,-0.825,0.032774697187177355,0.655226649829649,-0.02749999999999999,0.39939302632079615,1.541692307692308,0.4738353062361409,1.569192307692308,0.013802822580645167,62,1
Sri Lanka,LKA,0.4521612903225806,0.43452989776302847,0.42,1.369,-0.334,0.02108675178162222,0.7541698796395059,0.021200000000000004,0.2119996524326843,1.0462307692307693,0.18786438098007202,1.0250307692307692,0.008232258064516128,62,0
St. Kitts and Nevis,KNA,0.39622950819672126,0.414012171890548,0.455,1.153,-0.467,0.018419571330220052,0.6413170492438555,-0.010249999999999981,0.2905093304054649,0.8645384615384615,0.19216729490412574,0.8747884615384615,0.001335449074832169,61,0
St. Lucia,LCA,0.37548387096774194,0.4011605238166968,0.4275,1.177,-0.417,0.01811331872780842,0.6529032302929856,-0.019049999999999997,0.2466035546335347,0.8147692307692307,0.2087694716851396,0.8338192307692307,0.0024052419354838664,62,0
St. Vincent and the Grenadines,VCT,0.3802903225806452,0.42808453292042964,0.441,1.229,-0.451,0.018790410717433453,0.6170247872496248,-0.014699999999999996,0.255318397712594,0.8442307692307691,0.23415954455817578,0.8589307692307692,0.0063362903225806485,62,0
Suriname,SUR,0.588258064516129,0.5890253002804272,0.534,1.79,-0.429,0.029497217395683825,0.8031253562659005,0.005600000000000005,0.2417483249819509,1.3381538461538462,0.2408006942659725,1.3325538461538462,0.017845967741935486,62,1
Sweden,SWE,0.7527258064516128,1.0520049854131048,0.9245000000000001,2.943,-1.672,0.03925035884263806,0.44580076125368495,-0.01635000000000001,0.9165689037181862,1.667,0.8113475416449683,1.6833500000000001,0.0232524193548387,62,1
Switzerland,CHE,0.7860645161290324,0.8574140391592304,0.8385,2.798,-0.87,0.03894200599330161,0.6606091676869679,-0.002749999999999997,0.45989070497925455,1.7837692307692308,0.6691931900737078,1.7865192307692308,0.019753629032258066,62,1
Syrian Arab Rep.,SYR,0.4835967741935484,0.8355859535655479,0.46199999999999997,2.475,-1.12,0.03245516355669714,0.48314165324817404,-0.024799999999999982,0.6058647234803284,1.586153846153846,0.5473010820005514,1.610953846153846,0.06280282258064515,62,1
"São Tomé and Príncipe, Dem. Rep. of",STP,0.48082758620689653,0.5045645147885737,0.377,1.624,-0.351,0.023686592986736425,0.7523841096075108,0.049850000000000005,0.20609126108289222,1.1415384615384616,0.3023548178836182,1.0916884615384617,0.025840501740830805,58,0
Taiwan Province of China,TWN,0.36804838709677423,0.5472160164198694,0.2935,1.898,-0.935,0.023769308252121576,0.6042332548492975,-0.052750000000000005,0.3330915592477619,0.9912307692307691,0.5336056836663433,1.0439807692307692,0.027031451612903216,62,0
"Tajikistan, Rep. of",TJK,0.9484838709677419,0.5898673372431347,1.062,2.074,-0.41,0.0385266129032258,0.3412738001687213,0.0,0.0,1.2104615384615385,0.5355687966054742,1.2104615384615385,-0.04725945378151262,31,2
"Tanzania, United Rep. of",TZA,0.433741935483871,0.46352871419856667,0.39849999999999997,1.45,-0.474,0.021770139256125504,0.7064123243378073,0.0013499999999999983,0.2696177166988378,1.0388461538461535,0.20703536177581122,1.0374961538461536,0.015052016129032252,62,0
Thailand,THA,0.5174193548387096,0.5322677760599845,0.472,1.857,-0.501,0.024370527057994005,0.6713649016968574,0.020300000000000006,0.3404217353441711,1.204076923076923,0.39208724827059893,1.183776923076923,0.006139516129032255,62,0
"Timor-Leste, Dem. Rep. of",TLS,0.4236078431372549,0.5909038632677567,0.37,1.996,-0.727,0.021716747310525555,0.49304207749289913,0.018,0.39058432847089347,0.9915384615384616,0.6065983865492082,0.9735384615384616,0.018131425306329545,51,0
Togo,TGO,0.513,0.4523633994492595,0.5455000000000001,1.554,-0.295,0.02197839389589786,0.7559727225607948,0.053500000000000006,0.25981481259178674,1.0681538461538462,0.2531639278392053,1.0146538461538461,0.006057258064516131,62,0
Tokelau,TKL,0.1390967741935484,0.3342431368116976,0.12,0.975,-0.412,0.025648387096774188,0.47106963361356863,-0.0159,0.286531692010353,0.1390967741935484,0.3342431368116976,0.1549967741935484,0.024530672268907556,31,0
Tonga,TON,0.3907741935483871,0.4297508813012352,0.2965,1.599,-0.606,0.01945873939210798,0.6565759788268472,0.028600000000000007,0.2832999897820794,0.9873846153846153,0.3059797211313027,0.9587846153846153,0.016625403225806457,62,0
Trinidad and Tobago,TTO,0.3849677419354838,0.4581485168322018,0.3665,1.395,-0.534,0.019947319382538853,0.6070796166203443,-0.0034500000000000143,0.2569987661244187,0.9060769230769231,0.267501857170644,0.9095269230769232,0.013899596774193553,62,0
Tunisia,TUN,0.7590483870967742,0.7769994068877082,0.647,2.555,-0.731,0.03637377552819118,0.7018180417465575,-0.03000000000000001,0.3432270998992696,1.6860769230769228,0.4358140776253221,1.7160769230769228,0.017771370967741937,62,1
Turkmenistan,TKM,1.2160645161290322,0.6481570864697037,1.387,2.528,-0.157,0.04455403225806452,0.37801015723606346,0.0,0.0,1.5623076923076922,0.49279227953492816,1.5623076923076922,-0.013509033613445395,31,2
Turks and Caicos Islands,TCA,0.5710357142857143,0.5065913034434067,0.592,1.547,-0.35,0.023656258993343515,0.7441837351403894,0.0526,0.24659179992342342,1.1135833333333334,0.304014789811684,1.0609833333333334,-0.008746658144757325,56,0
Tuvalu,TUV,0.3516333333333333,0.3837164737435992,0.3285,1.195,-0.356,0.01860744330837926,0.7671405444215289,-0.00021052631578948264,0.2058013008671143,0.8460769230769232,0.18604007701678224,0.8462874493927126,0.012695168920934122,60,0
Uganda,UGA,0.49616129032258066,0.5319622589556272,0.352,1.735,-0.295,0.026065674498249845,0.7688921561524279,0.024600000000000004,0.23372822724379338,1.2970769230769232,0.21997403692953615,1.2724769230769233,0.02732701612903226,62,0
Ukraine,UKR,1.273258064516129,0.8828407582177249,1.439,3.026,-0.724,0.06839798387096777,0.4801885915311785,0.0,0.0,1.8491538461538464,0.5830321383585765,1.8491538461538464,-0.02087184873949583,31,2
United Arab Emirates,ARE,0.4258870967741936,0.6670648540516327,0.3765,1.699,-0.801,0.027941149807358165,0.5618774040788871,-0.012250000000000011,0.4290828499314126,1.2828461538461537,0.2968478415377835,1.2950961538461538,0.052426612903225825,62,1
United Kingdom,GBR,0.4659516129032258,0.643452066726666,0.45199999999999996,1.911,-0.868,0.02655060310745134,0.545262360739037,-0.06599999999999998,0.4370432954585428,1.0076923076923077,0.5481694361866873,1.0736923076923077,0.006420161290322579,62,0
United States,USA,0.4898387096774193,0.5855148050123564,0.4685,2.224,-0.415,0.025865679534637753,0.6249728651690396,-0.06655000000000001,0.25729963589476557,1.1521538461538463,0.4850166399471682,1.2187038461538464,0.007681048387096767,62,0
United States Virgin Islands,VIR,0.4165645161290322,0.43006895999804273,0.477,1.32,-0.387,0.020014781798494113,0.6936089054854216,-0.026050000000000007,0.2802809633582927,0.8986153846153846,0.2355757268415468,0.9246653846153846,0.0004080645161290315,62,0
Uruguay,URY,0.37219354838709684,0.4407097588791062,0.355,1.546,-0.762,0.015090831255823325,0.37550016253995294,0.04630000000000001,0.3604612688150968,0.7518461538461538,0.4231866897233115,0.7055461538461538,0.00020564516129031873,62,0
"Uzbekistan, Rep. of",UZB,1.2160322580645162,0.7349416252382256,1.435,2.607,-0.399,0.04463467741935484,0.29507274509447173,0.0,0.0,1.5230769230769228,0.6436578363202069,1.5230769230769228,-0.026761764705882318,31,2
Vanuatu,VUT,0.3549999999999999,0.42462678109818563,0.3585,1.479,-0.569,0.01842255294502783,0.6028010526088244,0.02920000000000001,0.26645244465599843,0.880923076923077,0.32141470136944617,0.851723076923077,0.020382661290322582,62,0
"Venezuela, Rep. Bolivariana de",VEN,0.40496774193548385,0.4389891235239439,0.4345,1.35,-0.409,0.019814006194757115,0.6524184090382722,0.011100000000000002,0.25390671722629077,0.9046153846153846,0.27929421120076303,0.8935153846153846,0.008239112903225805,62,0
Vietnam,VNM,0.41838709677419356,0.5050667906914027,0.3725,1.811,-0.551,0.021162901966709474,0.5622661668384189,0.010750000000000013,0.32579778600908427,1.0128461538461537,0.4193043536926859,1.0020961538461537,0.01602983870967743,62,0
Wallis and Futuna Islands,WLF,0.3496290322580646,0.42144089371946747,0.251,1.379,-0.41,0.019419128201254056,0.679947290707382,0.0016000000000000014,0.19191511281375367,0.955846153846154,0.23658150327594862,0.954246153846154,0.028287903225806446,62,0
West Bank and Gaza,PSE,0.3334193548387097,0.7270233955588404,0.2395,2.326,-1.068,0.02757321648913399,0.4606459173953423,-0.06824999999999998,0.4935002666239348,1.317692307692308,0.5080717443785843,1.3859423076923079,0.06332661290322579,62,1
Western Sahara,ESH,0.8055483870967742,0.7299043834290979,0.8554999999999999,2.204,-1.096,0.03256956510790462,0.6376481646501525,0.041700000000000015,0.5575520839489254,1.6263076923076922,0.34303264776970926,1.5846076923076922,0.005647983870967738,62,1
World,WLD,0.5707741935483871,0.5387043721971724,0.464,1.711,-0.314,0.027926015461710862,0.8606094012635299,0.018099999999999998,0.20159701856609105,1.313076923076923,0.24489911580705415,1.294976923076923,0.018967338709677418,62,0
"Yemen, Rep. of",YEM,0.14161290322580647,0.32966167186681394,0.086,0.971,-0.623,0.01611722528130238,0.20778525346907106,0.086,0.33807099846038263,0.14161290322580647,0.32966167186681394,0.055612903225806476,-0.017612613918806957,31,0
Zambia,ZMB,0.40382258064516136,0.45827729752366997,0.3565,1.45,-0.418,0.017904535267306277,0.48883079496363735,-0.007200000000000007,0.29277773139362906,0.9002307692307692,0.34397484255057426,0.9074307692307692,-0.0029838709677419313,62,0
Zimbabwe,ZWE,0.20367741935483868,0.4416736780443354,0.14850000000000002,1.27,-0.49,0.006095741734028356,0.061001318147498665,-0.003950000000000002,0.3321721929804987,0.3941538461538462,0.5052997206533046,0.3981038461538462,-0.015577419354838709,62,0
